18:37:35 INFO  manager.ApplicationManager - Tests stars with Chrome
18:37:43 INFO  manager.MyListener - Start search element by locator-->By.id: city
18:37:43 INFO  manager.MyListener - The element with locator-->By.id: city was found
18:37:43 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d6a5a09904a5940f6813873387ef8617)] -> id: city]
18:37:43 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
18:37:44 INFO  manager.MyListener - The element with locator-->By.cssSelector: div.pac-item was found
18:37:44 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d6a5a09904a5940f6813873387ef8617)] -> css selector: div.pac-item]
18:37:44 INFO  manager.MyListener - Start search element by locator-->By.id: dates
18:37:44 INFO  manager.MyListener - The element with locator-->By.id: dates was found
18:37:44 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d6a5a09904a5940f6813873387ef8617)] -> id: dates]
18:37:44 INFO  manager.MyListener - Start search element by locator-->By.xpath: //td[@aria-label='November 25, 2021']
18:37:44 INFO  manager.MyListener - The element with locator-->By.xpath: //td[@aria-label='November 25, 2021'] was found
18:37:44 INFO  manager.MyListener - Start search element by locator-->By.xpath: //td[@aria-label='November 28, 2021']
18:37:44 INFO  manager.MyListener - The element with locator-->By.xpath: //td[@aria-label='November 28, 2021'] was found
18:37:55 INFO  manager.MyListener - Start search element by locator-->By.xpath: *
18:37:56 INFO  manager.MyListener - The element with locator-->By.xpath: * was found
18:37:56 INFO  manager.MyListener - Click on WebElement by locator-->[[[[ChromeDriver: chrome on WINDOWS (d6a5a09904a5940f6813873387ef8617)] -> xpath: //td[@aria-label='November 25, 2021']]] -> xpath: *]
