19:36:58 INFO  manager.ApplicationManager - Tests stars with Chrome
19:37:04 INFO  manager.MyListener - Start search element by locator-->By.id: city
19:37:04 INFO  manager.MyListener - The element with locator-->By.id: city was found
19:37:04 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d67de2eec0e7243953726bd6e9f5967b)] -> id: city]
19:37:04 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
19:37:05 INFO  manager.MyListener - The element with locator-->By.cssSelector: div.pac-item was found
19:37:05 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d67de2eec0e7243953726bd6e9f5967b)] -> css selector: div.pac-item]
19:37:05 INFO  manager.MyListener - Start search element by locator-->By.id: dates
19:37:05 INFO  manager.MyListener - The element with locator-->By.id: dates was found
19:37:05 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d67de2eec0e7243953726bd6e9f5967b)] -> id: dates]
19:37:05 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[.=' 25 ']
19:37:05 INFO  manager.MyListener - The element with locator-->By.xpath: //div[.=' 25 '] was found
19:37:05 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d67de2eec0e7243953726bd6e9f5967b)] -> xpath: //div[.=' 25 ']]
19:37:05 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[.=' 26 ']
19:37:05 INFO  manager.MyListener - The element with locator-->By.xpath: //div[.=' 26 '] was found
19:37:05 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d67de2eec0e7243953726bd6e9f5967b)] -> xpath: //div[.=' 26 ']]
19:37:05 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@type='submit']
19:37:05 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit'] was found
