19:42:14 INFO  manager.ApplicationManager - Tests stars with Chrome
19:42:25 INFO  manager.MyListener - Start search element by locator-->By.id: city
19:42:25 INFO  manager.MyListener - The element with locator-->By.id: city was found
19:42:25 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d302c9e2b5857d4d8533a85754b0deab)] -> id: city]
19:42:25 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
19:42:26 INFO  manager.MyListener - The element with locator-->By.cssSelector: div.pac-item was found
19:42:26 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d302c9e2b5857d4d8533a85754b0deab)] -> css selector: div.pac-item]
19:42:26 INFO  manager.MyListener - Start search element by locator-->By.id: dates
19:42:26 INFO  manager.MyListener - The element with locator-->By.id: dates was found
19:42:27 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d302c9e2b5857d4d8533a85754b0deab)] -> id: dates]
19:42:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[.=' 25 ']
19:42:27 INFO  manager.MyListener - The element with locator-->By.xpath: //div[.=' 25 '] was found
19:42:27 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d302c9e2b5857d4d8533a85754b0deab)] -> xpath: //div[.=' 25 ']]
19:42:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
19:42:27 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@aria-label='Next month'] was found
19:42:27 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d302c9e2b5857d4d8533a85754b0deab)] -> xpath: //button[@aria-label='Next month']]
19:42:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[.=' 26 ']
19:42:27 INFO  manager.MyListener - The element with locator-->By.xpath: //div[.=' 26 '] was found
19:42:27 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (d302c9e2b5857d4d8533a85754b0deab)] -> xpath: //div[.=' 26 ']]
19:42:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@type='submit']
19:42:27 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit'] was found
