18:58:35 INFO  manager.ApplicationManager - Tests stars with Chrome
18:58:40 INFO  manager.MyListener - Start search element by locator-->By.xpath: //a[text()=' Log in ']
18:58:40 INFO  manager.MyListener - The element with locator-->By.xpath: //a[text()=' Log in '] was found
18:58:40 INFO  manager.MyListener - Start search element by locator-->By.xpath: //a[text()=' Log in ']
18:58:40 INFO  manager.MyListener - The element with locator-->By.xpath: //a[text()=' Log in '] was found
18:58:40 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (a9be6578d27f8ce0ea10f25fa1a38dfe)] -> xpath: //a[text()=' Log in ']]
18:58:40 INFO  manager.MyListener - Start search element by locator-->By.xpath: //input[@id='email']
18:58:40 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@id='email'] was found
18:58:40 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (a9be6578d27f8ce0ea10f25fa1a38dfe)] -> xpath: //input[@id='email']]
18:58:41 INFO  manager.MyListener - Start search element by locator-->By.xpath: //input[@id='password']
18:58:41 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@id='password'] was found
18:58:41 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (a9be6578d27f8ce0ea10f25fa1a38dfe)] -> xpath: //input[@id='password']]
18:58:41 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@type='submit']
18:58:41 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit'] was found
18:58:41 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[text()='Ok']
18:58:42 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok'] was found
18:58:42 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (a9be6578d27f8ce0ea10f25fa1a38dfe)] -> xpath: //button[text()='Ok']]
18:58:47 INFO  manager.MyListener - Start search element by locator-->By.id: 1
18:58:47 INFO  manager.MyListener - The element with locator-->By.id: 1 was found
