19:28:03 INFO  manager.ApplicationManager - Tests stars with Chrome
19:28:09 INFO  manager.MyListener - Start search element by locator-->By.id: city
19:28:09 INFO  manager.MyListener - The element with locator-->By.id: city was found
19:28:10 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (2a96fb759dfcbdc59447ddf365b71cb3)] -> id: city]
19:28:10 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
19:28:11 INFO  manager.MyListener - The element with locator-->By.cssSelector: div.pac-item was found
19:28:11 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (2a96fb759dfcbdc59447ddf365b71cb3)] -> css selector: div.pac-item]
19:28:11 INFO  manager.MyListener - Start search element by locator-->By.id: dates
19:28:11 INFO  manager.MyListener - The element with locator-->By.id: dates was found
19:28:12 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (2a96fb759dfcbdc59447ddf365b71cb3)] -> id: dates]
19:28:12 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[.=' 25 ']
19:28:12 INFO  manager.MyListener - The element with locator-->By.xpath: //div[.=' 25 '] was found
19:28:12 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (2a96fb759dfcbdc59447ddf365b71cb3)] -> xpath: //div[.=' 25 ']]
19:28:12 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[.=' 26 ']
19:28:12 INFO  manager.MyListener - The element with locator-->By.xpath: //div[.=' 26 '] was found
19:28:12 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (2a96fb759dfcbdc59447ddf365b71cb3)] -> xpath: //div[.=' 26 ']]
19:28:12 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@type='submit']
19:28:12 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit'] was found
