18:54:41 INFO  manager.ApplicationManager - Tests stars with Chrome
18:54:47 INFO  manager.MyListener - Start search element by locator-->By.id: city
18:54:47 INFO  manager.MyListener - The element with locator-->By.id: city was found
18:54:47 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (c2130c681fade5b1a9e23276381993b9)] -> id: city]
18:54:47 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
18:54:47 INFO  manager.MyListener - The element with locator-->By.cssSelector: div.pac-item was found
18:54:47 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (c2130c681fade5b1a9e23276381993b9)] -> css selector: div.pac-item]
18:54:47 INFO  manager.MyListener - Start search element by locator-->By.id: dates
18:54:47 INFO  manager.MyListener - The element with locator-->By.id: dates was found
18:54:48 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (c2130c681fade5b1a9e23276381993b9)] -> id: dates]
18:54:48 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[.=' 25 ']
18:54:48 INFO  manager.MyListener - The element with locator-->By.xpath: //div[.=' 25 '] was found
18:54:48 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (c2130c681fade5b1a9e23276381993b9)] -> xpath: //div[.=' 25 ']]
18:54:48 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[.=' 26 ']
18:54:48 INFO  manager.MyListener - The element with locator-->By.xpath: //div[.=' 26 '] was found
18:54:48 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (c2130c681fade5b1a9e23276381993b9)] -> xpath: //div[.=' 26 ']]
18:54:48 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@type='submit']
18:54:48 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit'] was found
