20:53:34 INFO  manager.ApplicationManager - Tests stars with Chrome
20:53:38 INFO  manager.MyListener - Start search element by locator-->By.xpath: //a[contains(text(),'Logout')]
20:53:53 INFO  manager.MyListener - The element with locator-->By.xpath: //a[contains(text(),'Logout')] was found
20:53:53 INFO  tests.TestBase - Test Registration Positive starts with email--->rona@666mail.ru
20:53:53 INFO  tests.TestBase - Test Registration Positive starts with password--->KoronA10!
20:53:53 INFO  manager.MyListener - Start search element by locator-->By.xpath: //a[text()=' Log in ']
20:53:53 INFO  manager.MyListener - The element with locator-->By.xpath: //a[text()=' Log in '] was found
20:53:53 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (412d946bb36508fb204c64257caf7ad0)] -> xpath: //a[text()=' Log in ']]
20:53:53 INFO  manager.MyListener - Start search element by locator-->By.xpath: //input[@id='email']
20:53:53 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@id='email'] was found
20:53:53 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (412d946bb36508fb204c64257caf7ad0)] -> xpath: //input[@id='email']]
20:53:53 INFO  manager.MyListener - Start search element by locator-->By.xpath: //input[@id='password']
20:53:53 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@id='password'] was found
20:53:53 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (412d946bb36508fb204c64257caf7ad0)] -> xpath: //input[@id='password']]
20:53:53 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@type='submit']
20:53:53 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit'] was found
20:53:58 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[text()='Ok']
20:53:58 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok'] was found
20:53:58 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[text()='Ok']
20:53:58 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok'] was found
20:53:58 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (412d946bb36508fb204c64257caf7ad0)] -> xpath: //button[text()='Ok']]
