19:03:08 INFO  manager.ApplicationManager - Tests stars with Chrome
19:03:11 INFO  manager.MyListener - Start search element by locator-->By.id: city
19:03:11 INFO  manager.MyListener - The element with locator-->By.id: city was found
19:03:11 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (12779a76e8349902dd7c567f7d38c3b2)] -> id: city]
19:03:12 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
19:03:12 INFO  manager.MyListener - The element with locator-->By.cssSelector: div.pac-item was found
19:03:12 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (12779a76e8349902dd7c567f7d38c3b2)] -> css selector: div.pac-item]
19:03:12 INFO  manager.MyListener - Start search element by locator-->By.id: dates
19:03:12 INFO  manager.MyListener - The element with locator-->By.id: dates was found
19:03:12 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (12779a76e8349902dd7c567f7d38c3b2)] -> id: dates]
19:03:12 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[.=' 25 ']
19:03:13 INFO  manager.MyListener - The element with locator-->By.xpath: //div[.=' 25 '] was found
19:03:13 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (12779a76e8349902dd7c567f7d38c3b2)] -> xpath: //div[.=' 25 ']]
19:03:13 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[.=' 26 ']
19:03:13 INFO  manager.MyListener - The element with locator-->By.xpath: //div[.=' 26 '] was found
19:03:13 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (12779a76e8349902dd7c567f7d38c3b2)] -> xpath: //div[.=' 26 ']]
19:03:13 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@type='submit']
19:03:13 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit'] was found
