19:04:26 INFO  manager.ApplicationManager - Tests stars with Chrome
19:04:32 INFO  manager.MyListener - Start search element by locator-->By.xpath: //a[text()=' Log in ']
19:04:32 INFO  manager.MyListener - The element with locator-->By.xpath: //a[text()=' Log in '] was found
19:04:32 INFO  manager.MyListener - Start search element by locator-->By.xpath: //a[text()=' Log in ']
19:04:32 INFO  manager.MyListener - The element with locator-->By.xpath: //a[text()=' Log in '] was found
19:04:33 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (190c39b33732a01f72726455bddc3781)] -> xpath: //a[text()=' Log in ']]
19:04:33 INFO  manager.MyListener - Start search element by locator-->By.xpath: //input[@id='email']
19:04:33 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@id='email'] was found
19:04:33 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (190c39b33732a01f72726455bddc3781)] -> xpath: //input[@id='email']]
19:04:33 INFO  manager.MyListener - Start search element by locator-->By.xpath: //input[@id='password']
19:04:33 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@id='password'] was found
19:04:33 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (190c39b33732a01f72726455bddc3781)] -> xpath: //input[@id='password']]
19:04:33 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@type='submit']
19:04:33 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit'] was found
19:04:33 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[text()='Ok']
19:04:34 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok'] was found
19:04:34 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (190c39b33732a01f72726455bddc3781)] -> xpath: //button[text()='Ok']]
19:04:39 INFO  manager.MyListener - Start search element by locator-->By.id: 1
19:04:39 INFO  manager.MyListener - The element with locator-->By.id: 1 was found
19:04:39 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (190c39b33732a01f72726455bddc3781)] -> id: 1]
19:04:39 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: h2
19:04:39 INFO  manager.MyListener - The element with locator-->By.cssSelector: h2 was found
19:04:39 INFO  manager.MyListener - Start search element by locator-->By.id: pickUpPlace
19:04:39 INFO  manager.MyListener - The element with locator-->By.id: pickUpPlace was found
19:04:39 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (190c39b33732a01f72726455bddc3781)] -> id: pickUpPlace]
19:04:40 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
19:04:40 INFO  manager.MyListener - The element with locator-->By.cssSelector: div.pac-item was found
19:04:40 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (190c39b33732a01f72726455bddc3781)] -> css selector: div.pac-item]
19:04:45 INFO  manager.MyListener - Start search element by locator-->By.id: make
19:04:45 INFO  manager.MyListener - The element with locator-->By.id: make was found
19:04:45 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (190c39b33732a01f72726455bddc3781)] -> id: make]
19:04:45 INFO  manager.MyListener - Start search element by locator-->By.id: model
19:04:45 INFO  manager.MyListener - The element with locator-->By.id: model was found
19:04:45 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (190c39b33732a01f72726455bddc3781)] -> id: model]
19:04:46 INFO  manager.MyListener - Start search element by locator-->By.id: year
19:04:46 INFO  manager.MyListener - The element with locator-->By.id: year was found
19:04:46 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (190c39b33732a01f72726455bddc3781)] -> id: year]
19:04:46 INFO  manager.MyListener - Start search element by locator-->By.id: engine
19:04:46 INFO  manager.MyListener - The element with locator-->By.id: engine was found
19:04:46 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (190c39b33732a01f72726455bddc3781)] -> id: engine]
19:04:46 INFO  manager.MyListener - Start search element by locator-->By.id: fuel
19:04:46 INFO  manager.MyListener - The element with locator-->By.id: fuel was found
19:04:46 INFO  manager.MyListener - Start search element by locator-->By.xpath: .//option[@value = "Petrol"]
19:04:46 INFO  manager.MyListener - The element with locator-->By.xpath: .//option[@value = "Petrol"] was found
