19:27:20 INFO  manager.ApplicationManager - Tests stars with Chrome
19:27:23 INFO  manager.MyListener - Start search element by locator-->By.xpath: //a[text()=' Log in ']
19:27:23 INFO  manager.MyListener - The element with locator-->By.xpath: //a[text()=' Log in '] was found
19:27:23 INFO  manager.MyListener - Start search element by locator-->By.xpath: //a[text()=' Sign up ']
19:27:23 INFO  manager.MyListener - The element with locator-->By.xpath: //a[text()=' Sign up '] was found
19:27:23 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (93dd8acd6a0394d4ae6f95f694b09682)] -> xpath: //a[text()=' Sign up ']]
19:27:23 INFO  manager.MyListener - Start search element by locator-->By.id: name
19:27:23 INFO  manager.MyListener - The element with locator-->By.id: name was found
19:27:24 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (93dd8acd6a0394d4ae6f95f694b09682)] -> id: name]
19:27:24 INFO  manager.MyListener - Start search element by locator-->By.id: lastName
19:27:24 INFO  manager.MyListener - The element with locator-->By.id: lastName was found
19:27:24 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (93dd8acd6a0394d4ae6f95f694b09682)] -> id: lastName]
19:27:24 INFO  manager.MyListener - Start search element by locator-->By.id: email
19:27:24 INFO  manager.MyListener - The element with locator-->By.id: email was found
19:27:24 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (93dd8acd6a0394d4ae6f95f694b09682)] -> id: email]
19:27:24 INFO  manager.MyListener - Start search element by locator-->By.id: password
19:27:24 INFO  manager.MyListener - The element with locator-->By.id: password was found
19:27:24 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (93dd8acd6a0394d4ae6f95f694b09682)] -> id: password]
19:27:24 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: .checkbox-container
19:27:24 INFO  manager.MyListener - The element with locator-->By.cssSelector: .checkbox-container was found
19:27:25 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@type='submit']
19:27:25 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit'] was found
19:27:25 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: .dialog-container
19:27:25 INFO  manager.MyListener - The element with locator-->By.cssSelector: .dialog-container was found
19:27:25 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: .dialog-container h1
19:27:25 INFO  manager.MyListener - The element with locator-->By.cssSelector: .dialog-container h1 was found
19:27:25 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[text()='Ok']
19:27:25 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok'] was found
19:27:25 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[text()='Ok']
19:27:25 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok'] was found
