18:50:40 INFO  manager.ApplicationManager - Tests stars with Chrome
18:50:49 INFO  manager.MyListener - Start search element by locator-->By.xpath: //a[text()=' Log in ']
18:50:49 INFO  manager.MyListener - The element with locator-->By.xpath: //a[text()=' Log in '] was found
18:50:49 INFO  manager.MyListener - Start search element by locator-->By.xpath: //a[text()=' Log in ']
18:50:50 INFO  manager.MyListener - The element with locator-->By.xpath: //a[text()=' Log in '] was found
18:50:50 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (ec3bf0b27fdc24768f4648e71475a1d9)] -> xpath: //a[text()=' Log in ']]
18:50:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //input[@id='email']
18:50:50 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@id='email'] was found
18:50:50 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (ec3bf0b27fdc24768f4648e71475a1d9)] -> xpath: //input[@id='email']]
18:50:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //input[@id='password']
18:50:50 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@id='password'] was found
18:50:50 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (ec3bf0b27fdc24768f4648e71475a1d9)] -> xpath: //input[@id='password']]
18:50:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@type='submit']
18:50:50 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit'] was found
18:50:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[text()='Ok']
18:50:52 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok'] was found
18:50:52 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (ec3bf0b27fdc24768f4648e71475a1d9)] -> xpath: //button[text()='Ok']]
18:50:57 INFO  manager.MyListener - Start search element by locator-->By.id: 1
18:50:57 INFO  manager.MyListener - The element with locator-->By.id: 1 was found
18:50:57 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (ec3bf0b27fdc24768f4648e71475a1d9)] -> id: 1]
18:50:57 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: h2
18:50:57 INFO  manager.MyListener - The element with locator-->By.cssSelector: h2 was found
18:50:57 INFO  manager.MyListener - Start search element by locator-->By.id: pickUpPlace
18:50:57 INFO  manager.MyListener - The element with locator-->By.id: pickUpPlace was found
18:50:57 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (ec3bf0b27fdc24768f4648e71475a1d9)] -> id: pickUpPlace]
18:50:57 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
18:50:58 INFO  manager.MyListener - The element with locator-->By.cssSelector: div.pac-item was found
18:50:58 INFO  manager.MyListener - Click on WebElement by locator-->[[ChromeDriver: chrome on WINDOWS (ec3bf0b27fdc24768f4648e71475a1d9)] -> css selector: div.pac-item]
18:51:03 INFO  manager.MyListener - Start search element by locator-->By.id: make
